Model,Manufacturer,Model_year,Drivetrain,Warranty,Accident,Condition,Battery,Mileage,knn,knn_2,Price
Tay,P사,y0,AWD,w2,No,Brand New,90.0,428,96.56,103.0,96.56
Q4eT,A사,y0,AWD,w1,No,Pre-Owned,61.619,153749,57.7,57.7,57.71
ID4,V사,y0,AWD,w0,No,Pre-Owned,55.547,116711,39.08,39.08,39.09
M3,T사,y0,RWD,w8,No,Brand New,90.0,5361,54.11,54.11,54.11
ID4,V사,y0,AWD,w7,No,Brand New,90.0,5351,34.23,34.23,34.24
TayGTS,P사,y0,AWD,w2,Yes,Brand New,90.0,8370,159.99,159.99,160.0
M3,T사,y0,RWD,w7,No,Brand New,90.0,7719,46.97,46.97,46.97
i3,B사,y2,RWD,w6,No,Nearly New,56.0,22260,23.98,23.98,23.98
RSeTGT,A사,y0,AWD,w7,No,Brand New,90.0,1353,100.2,100.2,100.2
eT,A사,y0,AWD,w2,No,Pre-Owned,74.362,179938,71.91,71.91,72.5
eT,A사,y0,AWD,w8,No,Brand New,95.0,4706,60.08,60.08,60.08
TayGTS,P사,y0,AWD,w2,No,Brand New,93.4,9001,160.6,160.6,160.91
MX,T사,y0,AWD,w7,No,Brand New,96.0,3395,78.62,78.62,78.62
Niro,K사,y0,AWD,w5,No,Nearly New,56.0,20975,27.41,27.41,27.42
TayGTS,P사,y0,AWD,w2,No,Brand New,93.4,5238,160.78,160.78,160.78
RSeTGT,A사,y0,AWD,w0,No,Pre-Owned,78.227,95565,94.26,94.26,94.0
IONIQ,H사,y2,FWD,w1,No,Nearly New,68.66,28859,21.15,21.15,24.01
MS,T사,y2,AWD,w6,No,Nearly New,92.16,25923,75.42,75.42,75.43
ID4,V사,y2,AWD,w6,No,Nearly New,70.963,21411,37.47,37.47,37.51
ID4,V사,y0,AWD,w2,No,Pre-Owned,60.272,173666,39.9,39.9,39.91
Tay,P사,y2,AWD,w0,No,Nearly New,72.991,21024,120.27,120.27,120.28
i5,B사,y0,RWD,w0,No,Pre-Owned,56.234,136401,60.21,60.21,60.21
iX,B사,y0,RWD,w8,No,Brand New,90.0,1554,80.45,80.45,79.49
Niro,K사,y1,FWD,w7,No,Nearly New,56.623,27955,28.22,28.22,28.23
Q4eT,A사,y0,AWD,w3,No,Nearly New,66.861,48038,59.0,59.0,59.0
MY,T사,y0,AWD,w7,No,Brand New,90.0,2378,63.59,63.59,63.59
iX,B사,y0,RWD,w7,No,Brand New,90.0,2975,79.76,79.76,79.76
KNE,H사,y0,FWD,w2,No,Pre-Owned,68.488,184410,28.1,28.1,27.91
MX,T사,y0,AWD,w0,No,Pre-Owned,69.253,145793,88.2,88.2,88.21
Q4eT,A사,y0,AWD,w8,Yes,Brand New,90.0,6768,59.35,59.35,59.35
IONIQ,H사,y1,FWD,w3,No,Pre-Owned,70.63,65871,20.67,20.67,20.67
MX,T사,y0,AWD,w1,No,Pre-Owned,75.145,107096,91.9,91.9,91.9
ION5,H사,y0,AWD,w10,No,Brand New,90.0,4590,35.99,35.99,36.0
ION6,H사,y0,AWD,w3,No,Pre-Owned,58.162,107011,37.91,37.91,37.91
TayCT,P사,y2,AWD,w0,No,Nearly New,76.093,40459,119.47,119.47,119.47
Soul,K사,y0,FWD,w9,No,Brand New,90.0,9461,20.0,20.0,20.01
Q4eT,A사,y0,AWD,w7,No,Brand New,90.0,4812,59.2,59.2,59.21
ION6,H사,y0,AWD,w10,No,Brand New,90.0,6191,38.98,38.98,38.99
i5,B사,y0,AWD,w4,No,Nearly New,68.967,29289,63.48,63.48,63.48
iX,B사,y0,RWD,w8,No,Brand New,90.0,4624,80.92,80.92,80.93
Tay,P사,y0,AWD,w2,Yes,Brand New,90.0,5580,100.34,100.34,95.44
RSeTGT,A사,y0,AWD,w4,Yes,Nearly New,78.227,48379,99.53,99.53,99.54
iX,B사,y0,RWD,w8,No,Brand New,90.0,2637,80.09,80.09,80.09
ID4,V사,y0,AWD,w3,No,Nearly New,62.784,29469,41.37,41.37,41.38
ID4,V사,y0,AWD,w7,No,Brand New,90.0,3592,33.31,33.31,33.32
ION6,H사,y0,AWD,w9,No,Brand New,90.0,682,38.73,38.73,38.36
i5,B사,y0,AWD,w8,No,Brand New,90.0,5393,64.63,64.63,64.63
ID4,V사,y0,AWD,w8,No,Brand New,90.0,197,40.02,40.02,40.02
KNE,H사,y2,FWD,w8,No,Nearly New,68.488,28903,26.83,26.83,26.83
Niro,K사,y0,AWD,w10,No,Brand New,90.0,1083,20.74,20.74,20.75
EV6,K사,y0,AWD,w10,No,Brand New,90.0,4827,48.93,48.93,48.93
Q4eT,A사,y0,AWD,w4,No,Nearly New,69.646,37032,58.95,58.95,58.96
Tay,P사,y0,AWD,w2,No,Pre-Owned,57.134,157019,114.4,114.4,114.4
EV6,K사,y0,FWD,w9,No,Brand New,90.0,8535,40.51,40.51,39.93
RSeTGT,A사,y1,AWD,w5,No,Nearly New,78.227,19950,99.04,99.04,99.05
M3,T사,y0,RWD,w8,No,Brand New,90.0,3840,54.99,54.99,54.99
Soul,K사,y1,AWD,w7,No,Nearly New,56.623,17698,22.38,22.38,22.38
i3,B사,y0,RWD,w8,No,Brand New,90.0,7692,24.83,24.83,24.83
TayCT,P사,y0,AWD,w2,No,Brand New,90.0,5478,130.75,121.0,130.76
M3,T사,y0,RWD,w7,Yes,Brand New,90.0,8846,47.36,47.36,47.37
ION5,H사,y0,AWD,w1,No,Pre-Owned,53.602,180864,34.17,34.17,34.18
eT,A사,y2,AWD,w6,No,Nearly New,87.552,37455,73.87,73.87,73.87
Niro,K사,y0,FWD,w2,No,Pre-Owned,46.169,94862,26.69,26.69,26.69
TayCT,P사,y0,AWD,w2,No,Pre-Owned,76.093,87382,124.71,125.0,124.71
KNE,H사,y0,FWD,w10,No,Brand New,90.0,3819,21.45,21.45,21.45
ION5,H사,y0,AWD,w9,Yes,Brand New,90.0,1342,35.78,35.78,35.78
TayGTS,P사,y2,AWD,w0,No,Nearly New,86.077,35704,159.62,159.62,159.62
ID4,V사,y0,AWD,w1,No,Pre-Owned,57.861,135613,40.01,40.01,40.66
EV6,K사,y0,FWD,w10,No,Brand New,90.0,454,47.27,47.27,48.74
ID4,V사,y0,AWD,w3,No,Nearly New,62.784,44463,40.03,40.03,40.04
Niro,K사,y0,AWD,w6,No,Nearly New,56.0,25238,29.01,29.01,29.01
EV6,K사,y0,FWD,w9,No,Brand New,90.0,755,40.75,40.75,41.47
KNE,H사,y0,FWD,w9,No,Brand New,90.0,8108,24.98,24.98,24.57
iX,B사,y0,RWD,w8,No,Brand New,90.0,8836,79.03,79.03,79.04
iX,B사,y0,RWD,w7,No,Brand New,90.0,1805,79.27,79.27,79.27
ION6,H사,y0,AWD,w10,No,Brand New,90.0,3584,38.56,38.56,38.56
Soul,K사,y0,AWD,w6,No,Nearly New,56.0,14297,23.56,23.56,23.57
Niro,K사,y1,FWD,w7,No,Nearly New,56.623,21975,28.65,28.65,28.65
ION5,H사,y0,AWD,w10,No,Brand New,90.0,2711,35.29,35.29,35.29
Soul,K사,y0,FWD,w4,No,Pre-Owned,50.096,122553,22.86,22.86,23.67
Soul,K사,y0,AWD,w5,No,Nearly New,56.0,34298,23.0,23.0,23.0
M3,T사,y2,RWD,w6,No,Nearly New,69.12,47971,51.15,51.15,51.15
i5,B사,y0,RWD,w0,No,Pre-Owned,58.577,169627,61.11,61.11,61.12
ID4,V사,y0,AWD,w1,No,Pre-Owned,57.861,124885,39.29,39.29,39.29
RSeTGT,A사,y0,AWD,w7,No,Brand New,90.0,2853,100.17,100.17,100.18
Soul,K사,y0,FWD,w4,No,Pre-Owned,50.096,95820,22.83,22.83,22.31
M3,T사,y0,RWD,w0,No,Pre-Owned,54.104,120645,51.07,51.07,51.08
ID4,V사,y0,AWD,w8,No,Brand New,90.0,7244,40.54,40.54,40.54
eT,A사,y0,AWD,w4,Yes,Nearly New,80.688,41446,73.97,73.97,73.97
TayGTS,P사,y2,AWD,w0,No,Nearly New,86.077,22970,159.78,159.78,159.78
iX,B사,y0,RWD,w7,No,Brand New,90.0,5785,80.11,80.11,80.12
TayCT,P사,y1,AWD,w1,No,Nearly New,76.093,47211,130.96,130.96,130.97
Q4eT,A사,y0,AWD,w0,No,Pre-Owned,59.154,180469,55.98,55.98,55.99
Niro,K사,y0,FWD,w5,No,Nearly New,56.0,15962,27.7,27.7,27.71
M3,T사,y2,RWD,w6,No,Nearly New,69.12,28156,49.91,49.91,49.91
EV6,K사,y0,FWD,w9,No,Brand New,90.0,4868,39.75,39.75,39.75
Niro,K사,y0,FWD,w3,No,Pre-Owned,48.093,125421,27.21,27.21,27.22
i3,B사,y1,RWD,w5,No,Nearly New,56.0,34807,23.17,23.17,23.94
RSeTGT,A사,y0,AWD,w0,No,Pre-Owned,78.227,139330,94.63,94.63,94.0
IONIQ,H사,y0,FWD,w3,No,Pre-Owned,62.4,61383,25.05,25.05,25.06
MY,T사,y2,AWD,w6,No,Nearly New,69.12,30031,68.33,68.33,68.33
Tay,P사,y0,AWD,w2,No,Nearly New,64.578,34013,120.21,120.21,120.22
ION5,H사,y0,AWD,w3,No,Pre-Owned,58.162,121459,34.43,34.43,35.0
Soul,K사,y0,FWD,w9,No,Brand New,90.0,8487,20.31,20.31,20.39
ION6,H사,y1,AWD,w7,No,Nearly New,68.479,42022,37.99,37.99,38.0
ION6,H사,y0,AWD,w6,No,Nearly New,65.739,23905,37.46,37.46,37.3
KNE,H사,y0,FWD,w5,No,Nearly New,68.488,44402,27.2,27.2,27.2
ID4,V사,y0,AWD,w7,No,Brand New,90.0,2527,35.01,35.01,35.02
M3,T사,y0,RWD,w0,No,Pre-Owned,51.94,187677,51.25,51.25,51.25
ID4,V사,y0,AWD,w8,No,Brand New,90.0,2481,40.72,40.72,40.73
KNE,H사,y0,FWD,w10,No,Brand New,90.0,7483,21.14,21.14,21.15
Soul,K사,y0,FWD,w3,No,Pre-Owned,48.093,65313,23.79,23.79,23.8
EV6,K사,y0,FWD,w9,No,Brand New,90.0,7784,40.7,40.7,41.21
i5,B사,y0,RWD,w4,No,Nearly New,68.967,43617,63.01,63.01,63.02
M3,T사,y0,RWD,w0,No,Pre-Owned,51.94,101418,50.54,50.54,50.99
TayGTS,P사,y0,AWD,w2,No,Brand New,90.0,210,160.21,160.21,160.22
eT,A사,y1,AWD,w5,No,Nearly New,84.05,47254,74.35,74.35,74.35
EV6,K사,y0,FWD,w10,No,Brand New,90.0,3583,47.04,47.04,47.65
Niro,K사,y0,FWD,w10,No,Brand New,90.0,9841,21.45,21.45,20.95
ID4,V사,y2,AWD,w6,No,Nearly New,70.963,46824,37.74,37.74,37.74
Tay,P사,y0,AWD,w2,No,Pre-Owned,54.849,178932,114.15,114.15,114.15
ION6,H사,y0,AWD,w10,No,Brand New,90.0,7964,38.96,38.96,39.0
i3,B사,y0,AWD,w0,No,Pre-Owned,46.0,150053,22.74,22.74,22.75
Tay,P사,y0,AWD,w2,No,Nearly New,64.578,39112,120.2,120.2,120.6
ION6,H사,y0,AWD,w10,No,Brand New,90.0,5493,38.96,38.96,39.0
RSeTGT,A사,y0,AWD,w2,No,Pre-Owned,78.227,129379,97.0,97.0,97.0
Soul,K사,y0,FWD,w1,No,Pre-Owned,46.0,160614,22.62,22.62,22.03
KNE,H사,y1,FWD,w7,No,Nearly New,68.488,13416,28.19,28.19,28.19
MY,T사,y0,AWD,w1,No,Pre-Owned,56.359,145806,76.62,76.62,76.62
RSeTGT,A사,y0,AWD,w8,No,Brand New,90.0,1452,101.19,101.19,101.19
ID4,V사,y0,AWD,w8,No,Brand New,90.0,9680,39.76,39.76,39.21
i5,B사,y0,AWD,w2,No,Pre-Owned,63.56,176522,61.77,61.77,61.78
i5,B사,y0,RWD,w0,No,Pre-Owned,58.577,166151,60.91,60.91,60.92
Niro,K사,y0,AWD,w3,No,Pre-Owned,48.093,117816,28.77,28.77,28.78
Tay,P사,y0,AWD,w2,No,Brand New,90.0,1335,102.19,95.0,103.88
ID4,V사,y0,AWD,w2,No,Pre-Owned,60.272,184530,39.75,39.75,39.76
i3,B사,y0,AWD,w0,No,Pre-Owned,46.0,60857,22.39,22.39,22.4
MX,T사,y0,AWD,w2,No,Pre-Owned,78.276,77759,91.33,91.33,91.33
MX,T사,y0,AWD,w7,No,Brand New,96.0,6828,77.51,77.51,77.52
MS,T사,y0,AWD,w8,No,Brand New,99.8,9275,63.65,63.65,63.65
M3,T사,y0,RWD,w4,No,Nearly New,63.701,36506,53.94,53.94,53.94
ION5,H사,y0,AWD,w9,No,Brand New,90.0,4032,35.93,35.93,35.93
iX,B사,y0,AWD,w8,No,Brand New,90.0,7290,80.98,80.98,80.99
KNE,H사,y1,FWD,w7,No,Nearly New,68.488,49129,28.72,28.72,28.73
MX,T사,y0,AWD,w1,No,Pre-Owned,75.145,50411,90.42,90.42,90.42
ID4,V사,y0,AWD,w8,No,Brand New,90.0,2532,39.9,39.9,39.91
iX,B사,y0,RWD,w8,No,Brand New,90.0,6790,80.8,80.8,80.81
ID4,V사,y0,AWD,w0,No,Pre-Owned,53.325,52781,38.56,38.56,38.56
iX,B사,y0,AWD,w8,No,Brand New,90.0,1426,79.51,79.51,79.51
Soul,K사,y0,FWD,w10,No,Brand New,90.0,658,18.28,18.28,18.28
TayGTS,P사,y0,AWD,w2,No,Nearly New,76.156,41640,159.02,159.02,159.03
ION5,H사,y0,AWD,w2,No,Pre-Owned,55.836,152132,33.93,33.93,33.93
EV6,K사,y0,FWD,w10,No,Brand New,90.0,6174,47.12,47.12,47.12
MS,T사,y0,AWD,w0,No,Pre-Owned,72.139,194348,78.27,78.27,79.14
MX,T사,y0,AWD,w0,No,Pre-Owned,69.253,124826,87.45,87.45,87.45
MY,T사,y0,AWD,w8,No,Brand New,90.0,6161,74.94,74.94,74.94
MX,T사,y0,AWD,w8,No,Brand New,99.8,4553,72.71,72.71,72.72
ID4,V사,y0,AWD,w4,No,Nearly New,65.4,45660,41.68,41.68,41.69
TayCT,P사,y0,AWD,w2,Yes,Brand New,90.0,8959,120.42,121.0,120.42
Tay,P사,y0,AWD,w2,No,Brand New,90.0,7612,96.5,103.0,96.5
i3,B사,y0,RWD,w7,No,Brand New,90.0,1544,24.84,24.84,25.0
TayGTS,P사,y0,AWD,w2,No,Brand New,90.0,2188,160.47,160.47,160.48
i3,B사,y0,RWD,w0,No,Pre-Owned,46.0,113370,22.15,22.15,22.07
Soul,K사,y0,FWD,w10,No,Brand New,90.0,4148,17.64,17.64,17.65
Q4eT,A사,y0,AWD,w3,No,Nearly New,66.861,14459,58.91,58.91,59.0
TayGTS,P사,y0,AWD,w2,No,Pre-Owned,70.185,162961,156.18,156.18,156.19
Q4eT,A사,y0,AWD,w8,No,Brand New,90.0,805,59.99,59.99,60.0
Niro,K사,y0,AWD,w4,No,Pre-Owned,50.096,51091,28.91,28.91,28.91
RSeTGT,A사,y2,AWD,w6,No,Nearly New,78.227,39417,99.85,99.85,99.86
M3,T사,y0,RWD,w2,No,Pre-Owned,58.707,162319,52.51,52.51,52.9
iX,B사,y0,RWD,w7,No,Brand New,90.0,1328,79.85,79.85,79.85
Q4eT,A사,y0,AWD,w7,No,Brand New,90.0,4324,59.87,59.87,59.21
Q4eT,A사,y2,AWD,w6,No,Nearly New,75.571,46152,52.94,52.94,52.94
i3,B사,y0,RWD,w2,No,Pre-Owned,46.0,118911,23.45,23.45,23.45
iX,B사,y0,RWD,w8,No,Brand New,90.0,7411,80.75,80.75,80.75
ION5,H사,y0,AWD,w5,No,Nearly New,63.11,25305,34.72,34.72,34.72
TayCT,P사,y0,AWD,w2,No,Brand New,90.0,3308,130.26,121.0,130.26
ION5,H사,y0,AWD,w10,No,Brand New,90.0,7425,35.01,35.01,35.02
MY,T사,y2,AWD,w6,No,Nearly New,69.12,11004,68.42,68.42,68.42
RSeTGT,A사,y0,AWD,w8,No,Brand New,90.0,6267,99.99,99.99,100.0
TayCT,P사,y0,AWD,w2,No,Pre-Owned,76.093,98484,127.84,125.0,127.84
RSeTGT,A사,y0,AWD,w0,No,Pre-Owned,78.227,171887,94.77,94.77,94.78
ID4,V사,y2,AWD,w6,No,Nearly New,70.963,14834,36.22,36.22,36.23
Niro,K사,y0,FWD,w2,No,Pre-Owned,46.169,91661,26.91,26.91,27.47
RSeTGT,A사,y0,AWD,w2,No,Pre-Owned,78.227,80060,97.41,97.41,97.42
eT,A사,y2,AWD,w6,Yes,Nearly New,87.552,16616,74.74,74.74,74.75
Niro,K사,y0,FWD,w1,No,Pre-Owned,46.0,93446,27.78,27.78,27.76
TayCT,P사,y0,AWD,w2,No,Brand New,90.0,5849,123.45,121.0,129.55
ID4,V사,y0,AWD,w8,No,Brand New,90.0,1943,40.2,40.2,40.64
ION6,H사,y0,AWD,w2,No,Pre-Owned,55.836,127489,37.18,37.18,37.19
ION6,H사,y0,AWD,w1,No,Pre-Owned,53.602,68825,37.22,37.22,37.22
ION6,H사,y0,AWD,w2,No,Pre-Owned,55.836,193229,36.93,36.93,37.13
KNE,H사,y0,FWD,w9,No,Brand New,90.0,5671,23.7,23.7,23.71
Q4eT,A사,y0,AWD,w8,No,Brand New,90.0,642,59.72,59.72,59.73
Soul,K사,y0,AWD,w9,No,Brand New,90.0,3861,20.19,20.19,20.2
Niro,K사,y0,FWD,w9,No,Brand New,90.0,6651,24.57,24.57,24.57
Tay,P사,y0,AWD,w2,No,Brand New,90.0,7920,96.31,103.0,96.31
RSeTGT,A사,y1,AWD,w5,No,Nearly New,78.227,21410,99.0,99.0,99.0
Tay,P사,y0,AWD,w2,No,Pre-Owned,59.515,170869,117.94,117.94,117.95
Soul,K사,y0,FWD,w5,No,Nearly New,56.0,33319,22.31,22.31,22.32
i5,B사,y2,RWD,w6,No,Nearly New,74.834,18507,63.83,63.83,63.83
ID4,V사,y0,AWD,w1,No,Pre-Owned,57.861,56859,40.51,40.51,39.33
EV6,K사,y0,FWD,w10,No,Brand New,90.0,3406,48.53,48.53,48.53
ID4,V사,y1,AWD,w5,No,Nearly New,68.125,41718,41.61,41.61,41.61
Soul,K사,y0,FWD,w9,No,Brand New,90.0,4811,19.39,19.39,19.39
Niro,K사,y0,AWD,w5,No,Nearly New,56.0,19508,28.53,28.53,28.53
EV6,K사,y0,AWD,w10,No,Brand New,90.0,878,47.09,47.09,47.09
RSeTGT,A사,y0,AWD,w3,No,Nearly New,78.227,34564,99.0,99.0,99.0
i5,B사,y1,RWD,w5,No,Nearly New,71.841,40552,61.78,61.78,61.79
ID4,V사,y0,AWD,w7,No,Brand New,90.0,7396,33.45,33.45,33.46
EV6,K사,y0,FWD,w9,No,Brand New,90.0,9894,40.66,40.66,40.66
ION6,H사,y0,AWD,w9,No,Brand New,90.0,232,39.0,39.0,39.0
i5,B사,y0,RWD,w0,Yes,Pre-Owned,56.234,110237,60.83,60.83,60.83
TayGTS,P사,y0,AWD,w2,No,Nearly New,76.156,33352,159.08,159.08,159.09
TayGTS,P사,y0,AWD,w2,No,Pre-Owned,64.683,123851,151.89,151.89,151.89
MX,T사,y0,AWD,w0,No,Pre-Owned,72.139,86478,89.01,89.01,89.01
Tay,P사,y0,AWD,w2,No,Brand New,90.0,6365,96.31,103.0,96.32
Tay,P사,y0,AWD,w2,No,Brand New,90.0,6221,104.3,95.0,104.3
i3,B사,y1,RWD,w5,No,Nearly New,56.0,35367,22.92,22.92,22.92
eT,A사,y0,AWD,w4,No,Nearly New,80.688,30551,73.6,73.6,73.61
ION5,H사,y0,AWD,w9,No,Brand New,90.0,7735,35.9,35.9,35.78
Tay,P사,y0,AWD,w2,No,Pre-Owned,54.849,96351,114.84,114.84,114.84
ION6,H사,y2,AWD,w8,No,Nearly New,71.332,22002,37.27,37.27,37.28
MS,T사,y0,AWD,w4,No,Nearly New,84.935,28805,83.87,83.87,83.88
EV6,K사,y0,AWD,w9,No,Brand New,90.0,5868,40.18,40.18,41.04
Q4eT,A사,y0,AWD,w8,No,Brand New,90.0,8577,59.56,59.56,59.56
M3,T사,y0,RWD,w0,No,Pre-Owned,54.104,190360,50.6,50.6,50.88
Q4eT,A사,y0,AWD,w8,No,Brand New,90.0,8101,59.84,59.84,59.39
MY,T사,y0,AWD,w0,No,Pre-Owned,51.94,65483,73.58,73.58,74.96
TayCT,P사,y2,AWD,w0,No,Nearly New,76.093,11762,119.04,119.04,119.04
ID4,V사,y0,AWD,w4,No,Nearly New,65.4,42284,41.55,41.55,41.55
eT,A사,y0,AWD,w3,No,Nearly New,77.46,42896,73.95,73.95,73.96
MY,T사,y0,AWD,w7,No,Brand New,90.0,3428,62.81,62.81,62.81
iX,B사,y0,RWD,w8,No,Brand New,90.0,6874,80.21,80.21,80.22
ION6,H사,y0,AWD,w3,No,Pre-Owned,58.162,184803,37.92,37.92,37.93
ION5,H사,y0,AWD,w10,No,Brand New,90.0,1989,35.45,35.45,35.46
i5,B사,y0,RWD,w2,No,Pre-Owned,63.56,75067,62.12,62.12,62.13
Tay,P사,y0,AWD,w2,No,Nearly New,64.578,28025,120.81,120.81,120.81
RSeTGT,A사,y1,AWD,w5,No,Nearly New,78.227,46410,99.27,99.27,99.01
TayCT,P사,y0,AWD,w2,No,Pre-Owned,76.093,160539,124.93,125.0,128.65
ID4,V사,y0,AWD,w7,No,Brand New,90.0,6570,34.52,34.52,34.52
eT,A사,y0,AWD,w4,No,Nearly New,80.688,15155,74.06,74.06,74.06
TayGTS,P사,y0,AWD,w2,No,Pre-Owned,67.378,199457,151.51,151.51,151.51
RSeTGT,A사,y2,AWD,w6,No,Nearly New,78.227,22734,99.0,99.0,99.0
ION5,H사,y0,AWD,w1,Yes,Pre-Owned,53.602,89255,34.28,34.28,34.28
RSeTGT,A사,y0,AWD,w8,No,Brand New,90.0,5561,100.04,100.04,100.04
Soul,K사,y0,AWD,w6,No,Nearly New,56.0,27402,22.66,22.66,23.82
ID4,V사,y0,AWD,w0,No,Pre-Owned,53.325,149105,39.57,39.57,39.57
Soul,K사,y1,FWD,w7,No,Nearly New,56.623,46884,23.06,23.06,23.07
i3,B사,y0,AWD,w8,No,Brand New,90.0,6989,24.36,24.36,24.36
eT,A사,y2,AWD,w6,No,Nearly New,87.552,40759,74.53,74.53,74.53
ID4,V사,y0,AWD,w0,No,Pre-Owned,53.325,92523,39.26,39.26,39.27
MX,T사,y1,AWD,w5,No,Nearly New,88.474,37112,93.06,93.06,93.06
iX,B사,y0,RWD,w8,No,Brand New,90.0,2969,79.68,79.68,79.69
TayCT,P사,y0,AWD,w2,No,Brand New,90.0,7881,130.42,121.0,130.43
ID4,V사,y0,AWD,w7,No,Brand New,90.0,2690,33.04,33.04,33.04
Q4eT,A사,y2,AWD,w6,No,Nearly New,75.571,11811,52.88,52.88,52.88
KNE,H사,y0,FWD,w5,No,Nearly New,68.488,22867,27.18,27.18,27.18
iX,B사,y0,RWD,w7,No,Brand New,90.0,7989,80.15,80.15,80.15
i3,B사,y0,RWD,w0,No,Pre-Owned,46.0,198583,22.62,22.62,22.62
Tay,P사,y1,AWD,w1,No,Nearly New,70.071,30511,120.43,120.43,120.94
iX,B사,y0,RWD,w8,No,Brand New,90.0,7603,80.07,80.07,80.08
KNE,H사,y0,FWD,w9,No,Brand New,90.0,3428,24.47,24.47,24.48
ID4,V사,y0,AWD,w4,No,Nearly New,65.4,40858,41.1,41.1,41.95
M3,T사,y1,RWD,w5,No,Nearly New,66.355,20742,54.0,54.0,54.0
IONIQ,H사,y2,FWD,w3,No,Nearly New,48.27,35242,17.36,17.36,9.0
i5,B사,y0,RWD,w7,No,Brand New,90.0,1146,65.32,65.32,65.33
TayGTS,P사,y1,AWD,w1,No,Nearly New,82.634,30566,159.72,159.72,159.73
Niro,K사,y0,FWD,w9,No,Brand New,90.0,2646,25.2,25.2,25.21
IONIQ,H사,y1,FWD,w3,No,Nearly New,58.11,26350,22.28,22.28,22.29
iX,B사,y0,AWD,w8,Yes,Brand New,90.0,3466,80.48,80.48,80.48
Niro,K사,y0,FWD,w9,No,Brand New,90.0,1540,25.48,25.48,25.48
i5,B사,y0,AWD,w1,No,Pre-Owned,61.018,178205,62.02,62.02,62.02
TayGTS,P사,y0,AWD,w2,Yes,Brand New,90.0,5949,160.36,160.36,160.13
ION6,H사,y0,AWD,w10,No,Brand New,90.0,8077,38.86,38.86,38.87
i5,B사,y0,RWD,w8,No,Brand New,90.0,7450,65.64,65.64,65.6
Niro,K사,y0,FWD,w4,No,Pre-Owned,50.096,183052,28.28,28.28,27.56
MY,T사,y0,AWD,w7,No,Brand New,90.0,786,63.56,63.56,63.62
Q4eT,A사,y0,AWD,w8,No,Brand New,90.0,6252,59.99,59.99,60.0
KNE,H사,y0,FWD,w9,No,Brand New,90.0,6919,23.88,23.88,24.37
MX,T사,y0,AWD,w0,No,Pre-Owned,69.253,142771,89.11,89.11,89.12
Niro,K사,y0,FWD,w10,No,Brand New,90.0,7290,21.44,21.44,21.44
i5,B사,y0,RWD,w2,No,Pre-Owned,63.56,160496,61.88,61.88,61.88
i3,B사,y0,RWD,w7,No,Brand New,90.0,3626,24.16,24.16,24.16
KNE,H사,y0,FWD,w10,No,Brand New,90.0,7428,21.54,21.54,21.55
Tay,P사,y0,AWD,w2,No,Pre-Owned,59.515,162995,118.89,118.89,118.89
MX,T사,y2,AWD,w6,Yes,Nearly New,92.16,28183,84.31,84.31,84.32
eT,A사,y0,AWD,w3,No,Nearly New,77.46,12940,73.88,73.88,74.0
M3,T사,y0,RWD,w7,No,Brand New,90.0,2390,46.06,46.06,46.06
EV6,K사,y0,AWD,w9,No,Brand New,90.0,2404,40.56,40.56,40.56
i3,B사,y0,RWD,w1,No,Pre-Owned,46.0,88576,23.37,23.37,23.37
Q4eT,A사,y0,AWD,w7,No,Brand New,90.0,187,59.99,59.99,60.0
ION6,H사,y0,AWD,w9,No,Brand New,90.0,9137,38.68,38.68,38.69
RSeTGT,A사,y0,AWD,w2,No,Pre-Owned,78.227,127368,97.17,97.17,97.18
i3,B사,y0,AWD,w8,Yes,Brand New,90.0,8645,24.92,24.92,24.92
TayCT,P사,y1,AWD,w1,No,Nearly New,76.093,19762,130.99,130.99,130.99
TayCT,P사,y0,AWD,w2,No,Pre-Owned,76.093,66771,127.56,125.0,127.56
ION6,H사,y0,AWD,w9,No,Brand New,90.0,5406,38.58,38.58,38.58
Tay,P사,y0,AWD,w2,No,Brand New,90.0,4271,104.73,95.0,104.74
EV6,K사,y0,FWD,w9,No,Brand New,90.0,3883,40.98,40.98,40.98
i5,B사,y0,RWD,w2,No,Pre-Owned,63.56,186347,62.32,62.32,62.32
ID4,V사,y0,AWD,w1,No,Pre-Owned,57.861,97253,41.28,41.28,41.28
KNE,H사,y2,FWD,w8,No,Nearly New,68.488,36220,27.88,27.88,27.88
Soul,K사,y0,AWD,w9,No,Brand New,90.0,7483,21.31,21.31,21.32
MX,T사,y0,AWD,w7,No,Brand New,96.0,8469,78.54,78.54,78.55
iX,B사,y0,RWD,w7,No,Brand New,90.0,6247,80.05,80.05,79.72
TayGTS,P사,y0,AWD,w2,No,Brand New,93.4,6500,160.28,160.28,160.03
TayCT,P사,y0,AWD,w2,No,Brand New,90.0,9505,129.81,121.0,129.81
Soul,K사,y2,AWD,w8,No,Nearly New,58.982,17508,22.77,22.77,23.01
ID4,V사,y1,AWD,w5,No,Nearly New,68.125,27896,40.81,40.81,40.82
ID4,V사,y0,AWD,w0,No,Pre-Owned,55.547,94305,38.04,38.04,38.04
KNE,H사,y0,FWD,w4,No,Pre-Owned,68.488,64685,28.08,28.08,28.09
Niro,K사,y0,FWD,w3,No,Pre-Owned,48.093,85743,28.32,28.32,28.33
Tay,P사,y0,AWD,w2,No,Brand New,90.0,3488,96.47,103.0,96.48
